28	94 40 00 84 00 03
28	5F 00 00 00 00 14
28	00 40 00 00 00 19
28	00 00 00 FC 00 1A
61	00 1B 81
28	00 82 00 21 00 25
28	84 11 80 08 00 26
28	26 10 00 00 00 27
28	00 04 46 80 00 28
28	87 C6 80 08 00 29
28	02 00 84 6B 00 2A
28	00 00 01 10 00 2B
61	00 2D 7E
28	50 00 00 00 00 2E
28	40 31 00 0A 00 2F
28	02 08 03 00 00 30
28	18 40 00 00 00 31
28	88 00 3A 00 00 33
28	20 00 00 04 00 34
28	00 00 09 E4 00 35
28	00 00 08 00 00 36
28	04 08 00 00 00 37
28	04 01 00 08 00 38
28	00 00 04 00 00 39
28	01 80 00 00 00 3A
28	80 07 20 00 00 3B
28	00 00 08 03 00 3C
28	00 00 FF FF 00 3D
28	00 00 FF FF 00 3E
28	00 00 FF FF 00 3F
28	06 00 28 08 00 41
28	00 06 00 00 00 42
28	02 6C 00 02 00 43
28	F0 00 01 00 00 44
61	00 45 7F
28	00 00 06 00 00 46
28	3F FF FF FF 00 4C
28	7F FF FF FF 00 4D
28	7F FF FF FF 00 4E
28	7F FF FF FF 00 4F
28	3F FF FF FF 00 50
28	3F FF FF FF 00 51
61	00 55 81
28	02 09 00 1F 00 5E
61	00 61 81
28	80 00 00 00 00 6C
61	00 6F 4E
28	00 00 01 20 00 73
61	00 78 81
61	00 87 81
61	00 91 81
61	00 92 81
61	00 93 81
61	00 94 81
61	00 95 81
61	00 A1 80
61	00 BA 81
61	00 BB 81
61	00 BC 81
28	02 20 00 02 00 F8
61	00 F9 81
61	00 FA 81
61	01 04 81
61	01 05 81
61	01 06 81
28	00 08 00 00 01 20
28	04 00 00 00 01 24
28	00 01 40 08 01 27
61	01 2B 81
61	01 2C 81
61	01 30 81
61	01 31 81
28	FE B0 FE BE 01 A8
28	F6 13 FE A2 01 A9
61	01 AD 81
61	01 C4 80
61	01 C5 80
61	01 C6 80
61	01 C7 80
61	01 C8 80
61	01 CC 80
61	01 CF 7F
61	01 DC 81
61	02 68 81
61	02 6F 81
28	40 00 04 F7 02 73
28	03 E8 07 D0 02 93
28	03 80 00 00 02 AA
61	02 AE 81
61	02 AF 81
61	02 BA 81
61	02 BB 81
61	02 BC 81
28	00 00 00 80 02 D3
28	00 02 00 82 02 E3
61	02 E4 7F
61	02 E5 7F
28	00 02 00 31 02 E6
28	00 0A 00 45 02 EF
28	00 0A 00 15 02 F0
61	02 F1 7B
28	00 0A 00 25 02 F2
61	02 FB 7A
28	00 0C 00 56 02 FC
28	00 0C 00 66 02 FD
28	00 0C 00 36 02 FE
61	03 07 7F
28	00 0A 00 65 03 13
61	03 2B 81
61	03 2C 81
61	03 2D 81
61	03 2E 81
61	03 2F 81
61	03 30 81
61	03 31 81
61	03 32 81
61	03 33 81
61	03 34 81
61	03 35 81
61	03 36 81
61	03 37 81
61	03 38 81
61	03 39 81
61	03 3A 81
61	03 3B 81
61	03 3C 81
61	03 3D 81
61	03 3E 81
61	03 3F 81
61	03 40 81
61	03 41 81
61	03 42 81
61	03 43 81
61	03 44 81
61	03 45 81
61	03 46 81
61	03 47 81
61	03 48 81
61	03 49 81
61	03 4A 81
61	03 4B 81
61	03 4C 81
61	03 4D 81
61	03 4E 81
61	03 4F 81
61	03 50 81
61	03 51 81
61	03 52 81
61	03 53 81
61	03 54 81
61	03 55 81
61	03 56 81
61	03 57 81
61	03 58 81
61	03 59 81
61	03 5A 81
61	03 5B 81
61	03 5C 81
61	03 5D 81
61	03 5E 81
61	03 5F 81
61	03 60 81
61	03 61 81
61	03 62 81
61	03 63 81
61	03 64 81
61	03 65 81
61	03 66 81
61	03 67 81
61	03 68 81
61	03 69 81
61	03 6A 81
61	03 6B 81
61	03 6C 81
61	03 6D 81
61	03 6E 81
61	03 6F 81
61	03 70 81
61	03 71 81
61	03 72 81
61	03 73 81
61	03 74 81
61	03 75 81
61	03 76 81
61	03 77 81
61	03 78 81
61	03 79 81
61	03 7A 81
61	03 7B 81
61	03 7C 81
61	03 7D 81
61	03 7E 81
61	04 2D 81
28	84 00 00 00 04 48
61	04 4D 81
28	00 0F FF EF 04 4E
28	08 2B FF 99 04 4F
61	04 50 81
61	04 52 81
28	00 00 7E 21 04 53
61	04 90 81
61	04 91 81
61	04 92 81
61	04 94 81
61	04 97 81
61	04 A7 5D
28	00 04 56 20 04 EA
28	00 01 00 30 04 EE
28	00 20 08 00 04 F0
28	4F FD 80 31 04 F1
28	00 00 03 E8 05 0F
61	05 11 7F
61	05 16 81
28	14 00 2A 00 05 19
28	04 00 00 00 05 4D
61	05 68 81
28	00 40 00 00 05 80
28	00 00 22 AC 05 81
28	02 00 00 00 05 87
61	05 A2 81
28	02 00 19 82 05 A4
61	05 A5 77
28	10 00 19 81 05 A9
28	00 00 10 00 05 AA
28	00 10 00 00 05 AB
28	00 74 5E A0 05 AC
28	7A 2F 4F 80 05 AD
28	01 D1 7A 6C 05 B1
61	05 DB 81
61	05 DC 81
61	05 DD 81
61	05 DE 81
61	05 DF 81
61	05 E0 81
61	05 E2 81
61	05 E3 81
61	05 E4 81
61	05 E5 81
61	05 E6 81
28	00 04 00 00 06 21
61	06 2D 72
61	06 42 81
61	06 44 81
61	06 48 81
61	06 49 81
28	00 00 10 00 06 52
61	06 7D 81
61	06 A1 81
61	06 A5 81
61	06 B8 81
28	00 00 00 E1 06 D4
28	00 00 14 AA 06 D5
28	FE FD EE 60 06 D6
28	FE FD EE 60 06 D7
28	00 C3 24 44 06 D8
28	00 00 00 E1 06 D9
61	06 DA 5A
61	06 E0 81
61	06 E1 81
61	06 E2 81
61	06 E3 81
61	06 E4 81
61	06 E5 81
61	06 E6 81
61	06 E7 81
28	00 0B 80 1F 06 EC
28	00 08 00 08 06 ED
28	04 00 30 08 06 EE
28	00 08 04 00 06 EF
61	06 F8 81
61	06 FB 44
28	00 06 00 00 06 FD
61	07 01 81
61	07 27 81
28	40 00 00 00 07 D6
61	08 28 81
28	20 00 00 00 08 5D
28	00 20 00 00 08 61
28	20 00 00 00 08 91
28	A0 00 00 00 08 93
28	10 00 00 00 08 DD
61	08 E7 81
61	08 E8 81
61	08 E9 81
61	08 EA 81
61	08 EB 81
61	08 EC 81
28	20 00 00 00 09 C1
61	09 E5 81
61	0A 2C 81
61	0A 2D 81
61	0A 2E 81
61	0A 2F 81
61	0A 30 81
61	0A 31 81
61	0A 32 81
61	0A 33 81
61	0A 54 81
61	0A 55 81
61	0A 56 81
61	0A 57 81
61	0A 58 81
61	0A 59 81
61	0A 5A 81
61	0A 5B 81
61	0A 5C 81
61	0A 5D 81
61	0A 5E 81
61	0A 5F 81
61	0A 60 81
61	0A 66 81
28	01 C5 35 DF 0A A4
61	0A D8 81
61	0A F7 81
28	07 00 00 00 0B 2F
28	80 00 00 00 0B 62
28	10 00 00 00 0B 79
61	0B 83 81
61	0B 8C 81
61	0B 8D 81
61	0B 8E 81
61	0B 9F 81
61	0B A9 81
61	0B B7 81
28	7A 99 CD 32 0B B8
28	00 28 F6 68 0B B9
28	00 04 00 00 0B BA
61	0B C5 81
61	0B C6 81
61	0B C7 81
61	0B C8 81
28	08 00 00 00 0B CE
61	0B E5 81
28	50 00 00 00 0C 03
28	00 00 22 B1 0C 07
28	40 00 00 00 0C 0B
28	00 00 40 00 0C 13
61	0C 14 7F
28	00 00 40 00 0C 15
28	20 00 00 01 0C 16
61	0C 1A 7F
28	80 00 00 00 0C 1C
28	10 00 00 00 0C 1F
28	00 00 06 D9 0C 30
28	00 09 70 00 0C 31
28	80 68 90 20 0C 5E
61	0C 62 81
28	00 00 08 01 0C 70
61	0C 71 7C
61	0C 72 81
61	0C 94 7C
61	0C 9A 81
61	0C B1 7F
61	0C B4 81
61	0C B5 81
61	0C B6 81
61	0C B7 81
61	0C B8 81
61	0C B9 81
61	0C BA 81
28	00 00 06 00 0C BB
28	02 00 00 00 0C BC
28	00 10 00 04 0C BD
28	40 00 00 00 0C BE
28	20 00 00 00 0C C0
28	00 01 00 64 0C CA
28	1E 79 E7 9E 0C CC
61	0C CD 7C
61	0D 1A 81
28	00 4A 02 00 0D 7D
61	0D 90 81
61	0D 91 81
28	20 00 7E A5 0D AD
28	40 00 00 00 0D AE
61	0D B2 81
28	00 01 00 00 0D CF
61	0D D2 81
61	0D DE 81
28	0B 00 FF 00 0D DF
61	0D F5 81
61	0D F6 81
61	0E 24 04
28	00 00 08 00 0E 28
28	40 00 00 00 0E 54
28	00 0B 08 01 0E 60
61	0E 63 7F
61	0E 6F 81
61	0E 70 81
61	0E 71 81
61	0E 72 81
61	0E 73 81
28	80 00 00 00 0E 74
28	00 00 04 00 0E 7A
28	00 20 40 03 0E 7C
28	00 00 01 00 0E 7D
28	00 20 C4 00 0E F5
28	60 01 00 00 0F 03
61	0F 11 81
61	0F 12 81
61	0F 18 81
61	0F 19 81
61	0F 1A 81
61	0F 1B 81
28	05 8C 18 02 0F 2B
28	00 00 30 00 0F 31
61	0F 32 81
61	0F 42 81
28	00 08 00 00 0F 4F
28	00 20 00 00 0F 55
28	00 01 06 78 0F 5A
61	0F 64 40
28	40 00 00 00 0F 89
61	0F 92 81
28	30 00 00 00 0F C1
61	0F D2 7F
61	0F D3 7F
61	0F D4 7F
28	00 02 10 00 0F D5
61	0F E1 81
61	0F E3 81
61	0F E5 81
61	0F E7 81
61	0F E9 81
61	0F EB 81
61	0F ED 81
61	0F EF 81
61	0F F1 81
61	0F F3 81
61	0F F5 81
61	0F F7 81
61	0F F9 81
61	0F FB 81
61	0F FD 81
61	0F FF 81
61	10 01 81
61	10 03 81
61	10 05 81
61	10 07 81
61	10 09 81
61	10 0B 81
61	10 0D 81
61	10 0F 81
61	10 11 81
61	10 13 81
61	10 15 81
61	10 17 81
61	10 19 81
61	10 1B 81
61	10 1D 81
61	10 1F 81
61	10 21 81
61	10 23 81
61	10 25 81
61	10 27 81
61	10 29 81
61	10 2D 7F
61	10 2E 7F
61	10 34 70
61	10 40 81
28	00 30 00 00 10 45
28	01 00 02 00 10 A7
61	10 DF 81
61	10 E0 81
61	10 E1 81
61	10 E2 81
61	10 E3 81
61	10 E4 81
61	10 E5 81
61	10 E6 81
61	10 E7 81
61	10 E8 81
61	10 E9 81
61	10 EA 81
61	10 EF 81
28	04 00 00 00 11 27
61	11 38 81
61	11 39 81
28	40 00 00 00 11 3A
61	11 4B 81
61	11 4C 81
61	11 4D 81
61	11 4E 81
61	11 4F 81
61	11 50 81
61	11 51 81
61	11 52 81
61	11 53 81
61	11 54 81
61	11 55 81
61	11 56 81
61	11 57 81
61	11 58 81
61	11 74 40
