3	-1807744892
20	-1778384896
25	4194304
26	252
27	-1
37	8519713
38	-2079227896
39	638582784
40	280192
41	-2017034232
42	33588331
43	272
45	2
46	1342177280
47	1076953098
48	34079488
49	406847488
51	-2013251072
52	536870916
53	2532
54	2048
55	67633152
56	67174408
57	1024
58	25165824
59	-2147016704
60	2051
61	65535
62	65535
63	65535
65	100673544
66	393216
67	40632322
68	-268435200
69	1
70	1536
76	1073741823
77	2147483647
78	2147483647
79	2147483647
80	1073741823
81	1073741823
82	58
85	-1
94	34144287
98	-1
108	-2147483648
111	50
115	288
120	-1
135	-1
145	-1
146	-1
147	-1
148	-1
149	-1
161	0
186	-1
187	-1
188	-1
248	35651586
249	-1
250	-1
261	-1
262	-1
288	524288
292	67108864
295	81928
299	-1
300	-1
304	-1
305	-1
423	472
424	-21954882
425	-166461790
429	-1
452	0
453	0
454	0
455	0
456	0
460	0
463	1
476	-1
616	-1
623	-1
627	1073743095
659	65538000
682	58720256
686	-1
687	-1
689	-2147483648
698	-1
699	-1
700	-1
711	1
712	60
713	60
714	60
715	41
717	5
718	-1
723	128
739	131202
740	1
741	1
742	131121
751	655429
752	655381
753	5
754	655397
763	6
764	786518
765	786534
766	786486
775	1
787	655461
811	-1
812	-1
813	-1
814	-1
815	-1
816	-1
817	-1
818	-1
819	-1
820	-1
821	-1
822	-1
823	-1
824	-1
825	-1
826	-1
827	-1
828	-1
829	-1
830	-1
831	-1
832	-1
833	-1
834	-1
835	-1
836	-1
837	-1
838	-1
839	-1
840	-1
841	-1
842	-1
843	-1
844	-1
845	-1
846	-1
847	-1
848	-1
849	-1
850	-1
851	-1
852	-1
853	-1
854	-1
855	-1
856	-1
857	-1
858	-1
859	-1
860	-1
861	-1
862	-1
863	-1
864	-1
865	-1
866	-1
867	-1
868	-1
869	-1
870	-1
871	-1
872	-1
873	-1
874	-1
875	-1
876	-1
877	-1
878	-1
879	-1
880	-1
881	-1
882	-1
883	-1
884	-1
885	-1
886	-1
887	-1
888	-1
889	-1
890	-1
891	-1
892	-1
893	-1
894	-1
1069	-1
1096	-2080374784
1101	-1
1102	1048559
1103	137101209
1104	-1
1106	-1
1107	32289
1168	-1
1169	-1
1170	-1
1172	-1
1175	-1
1191	35
1228	19456
1258	284256
1262	65584
1264	2099200
1265	1342013489
1295	1000
1297	1
1302	-1
1305	335555072
1357	67108864
1384	-1
1408	4194304
1409	8883
1415	33554432
1442	-1
1444	33560962
1445	19
1449	268441985
1450	4096
1451	1048576
1452	7630455
1453	2050439936
1457	30521800
1499	-1
1500	-1
1501	-1
1502	-1
1503	-1
1504	-1
1506	-1
1507	-1
1508	-1
1509	-1
1510	-1
1569	262144
1581	14
1602	-1
1604	-1
1608	-1
1609	-1
1618	4096
1661	-1
1697	-1
1701	-1
1720	-1
1748	225
1760	-1
1761	-1
1762	-1
1763	-1
1764	-1
1765	-1
1766	-1
1767	-1
1772	753695
1773	524296
1774	67121160
1775	525312
1784	-1
1787	60
1789	393216
1793	-1
1831	-1
2006	1073741824
2088	-1
2141	536870912
2145	2097152
2193	536870912
2195	-1610612736
2269	268435456
2279	-1
2280	-1
2281	-1
2282	-1
2283	-1
2284	-1
2391	262144
2497	536870912
2533	-1
2604	-1
2605	-1
2606	-1
2607	-1
2608	-1
2609	-1
2610	-1
2611	-1
2644	-1
2645	-1
2646	-1
2647	-1
2648	-1
2649	-1
2650	-1
2651	-1
2652	-1
2653	-1
2654	-1
2655	-1
2656	-1
2662	-1
2724	29705650
2776	-1
2807	-1
2863	117440512
2914	-2147483648
2937	268435456
2947	-1
2956	-1
2957	-1
2958	-1
2975	-1
2985	-1
2999	-1
3000	2056899890
3001	2684520
3002	262144
3013	-1
3014	-1
3015	-1
3016	-1
3022	134217728
3045	-1
3075	1342177280
3079	8883
3083	1073741824
3091	16384
3092	1
3093	16384
3094	536870913
3098	1
3100	-2147483648
3103	268435456
3120	219
3121	96256
3124	1
3125	17
3126	17
3127	17
3166	-2140631008
3170	-1
3186	-1
3220	4
3226	-1
3249	1
3252	-1
3253	-1
3254	-1
3255	-1
3256	-1
3257	-1
3258	-1
3259	1536
3260	33554432
3261	1048580
3262	1073741824
3264	536870912
3274	65636
3276	511305630
3277	4
3354	-1
3453	2376704
3472	-1
3473	-1
3501	536903333
3502	1073741824
3506	-1
3531	41
3535	65536
3538	-1
3550	-1
3551	184614656
3561	44
3563	44
3573	-1
3574	-1
3620	124
3624	2048
3668	1073741824
3680	722945
3683	1
3695	-1
3696	-1
3697	-1
3698	-1
3699	-1
3700	-2147483648
3706	1024
3708	2113543
3709	256
3711	64
3829	2147328
3843	1610678272
3857	-1
3858	-1
3864	-1
3865	-1
3866	-1
3867	-1
3883	93067266
3889	12288
3890	-1
3906	-1
3913	402667568
3914	353730986
3915	872424448
3919	524288
3925	2097152
3930	67192
3940	64
3977	1073741824
3986	-1
4012	227422
4033	805306368
4050	1
4051	1
4052	1
4053	135168
4065	-1
4067	-1
4069	-1
4071	-1
4073	-1
4075	-1
4077	-1
4079	-1
4081	-1
4083	-1
4085	-1
4087	-1
4089	-1
4091	-1
4093	-1
4095	-1
4097	-1
4099	-1
4101	-1
4103	-1
4105	-1
4107	-1
4109	-1
4111	-1
4113	-1
4115	-1
4117	-1
4119	-1
4121	-1
4123	-1
4125	-1
4127	-1
4129	-1
4131	-1
4133	-1
4135	-1
4137	-1
4141	1
4142	1
4148	16
4160	-1
4165	3145728
4263	16777728
4319	-1
4320	-1
4321	-1
4322	-1
4323	-1
4324	-1
4325	-1
4326	-1
4327	-1
4328	-1
4329	-1
4330	-1
4334	16777222
4335	-1
4391	67108864
4408	-1
4409	-1
4410	1073741824
4427	-1
4428	-1
4429	-1
4430	-1
4431	-1
4432	-1
4433	-1
4434	-1
4435	-1
4436	-1
4437	-1
4438	-1
4439	-1
4440	-1
4468	64
4477	9216
4516	-2139094561
4519	16384
4520	384
4562	-1
4686	536870912
4691	64
4734	-1
4735	-1
4737	3145728
4739	4227073
4763	-536868864
4781	5242880
4788	67108864
4789	-1
4813	8388608
4818	49152
4824	-1
4850	-1
4859	-1
4860	-1
4871	-1
4886	5
4895	536870912
4896	603979776
4897	402653184
4898	67108864
4919	670
5005	-1
5006	-1
5019	1103102976
5020	1073745920
5030	-1
5050	1024
5053	512
5060	-1
5062	-1
5085	536870917
5087	-1
5091	293949696
5107	-1
5108	-1
5144	-1
5148	-1
5152	1073741824
5166	262157
5186	67108864
5196	-1
5197	-1
5200	-1
5263	416
5264	50331652
5265	786550
5335	-1
5336	-1
5337	-1
5338	-1
5339	-1
5340	-1
5341	-1
5342	-1
5343	-1
5344	-1
5345	-1
5346	-1
5347	-1
5348	-1
5349	-1
5350	-1
5351	-1
5352	-1
5353	-1
5354	-1
5355	-1
5356	-1
5357	-1
5358	-1
5359	-1
5360	-1
5361	-1
5362	-1
5363	-1
5364	-1
5365	-1
5366	-1
5367	-1
5368	-1
5369	-1
5370	-1
5371	-1
5372	-1
5373	-1
5374	-1
5375	-1
5376	-1
5377	-1
5378	-1
5379	-1
5380	-1
5381	-1
5382	-1
5383	-1
5384	-1
5385	-1
5386	-1
5387	-1
5388	-1
5389	-1
5390	-1
5391	-1
5392	-1
5393	-1
5394	-1
5395	-1
5396	-1
5397	-1
5398	-1
5399	-1
5400	-1
5401	-1
5402	-1
5403	-1
5404	-1
5413	1572867
5414	-1
5419	1
5420	1
5421	2
5422	3
5423	4
5424	4
5425	-1
5426	-1
5428	-1
5673	1073741824
5676	-1
5682	7168
5684	-1
5701	2048
5704	1072627713
5712	-1
5713	-1
5714	-1
5715	-1
5716	-1
5734	262144
5758	67108864
5787	-1
5804	-1
5810	-1
5826	-1
5827	-1
5830	1073741824
5833	268435456
5839	64
5841	4194304
5854	-1
5860	1713504256
5863	34816
5868	268502912
5872	1073741823
5873	1073741823
5874	1073741823
5875	1073741823
5876	1073741823
5877	1073741823
5878	1073741823
5879	1073741823
5880	1073741823
5886	-1
5900	131072
5905	1084227584
5906	134217792
5908	25165824
5910	-2147483648
5936	-1
5939	16777216
5943	16777216
5945	67108896
5953	8388608
5962	1459682630
5967	512
5971	3080
5992	-1
5993	-1
6079	-1
6080	-1
6081	-1
6082	-1
6083	-1
6084	-1
6085	-1
6086	-1
6087	-1
6101	16384
6107	1073741824
6115	-2147483648
6120	-2147483648
6140	131184
6152	-16912800
6153	-16912800
6154	12792912
6156	32
6157	180224
6158	1024
6162	48373
6164	8192
6165	1048576
6168	-1
6199	-2147483648
6214	-1
6230	4194304
6231	-2147479328
6251	1094713344
6349	1048576
6361	-1
6370	-1
6379	536870912
6380	2
6384	393216
6392	-1
6393	-1
6405	134217728
6409	419430527
6410	419430527
6411	419430527
6412	419430527
6413	419430527
6414	419430527
6415	419430527
6416	419430527
6447	2048
6448	163840
6454	524288
6461	1061417984
6464	540672
6465	536870912
6505	1073741824
6507	69632
6522	16384
6543	262144
6562	65536
6565	33554432
6568	-1
6594	419430527
6595	419430527
6596	419430527
6597	419430527
6613	-2147483648
6617	536870912
6620	-1
6621	-1
6625	33650688
6628	-1
6648	175
6691	16384
6692	-2147483648
6694	-536870912
6745	-1
6754	-2147483648
6758	-1
6766	-1
6767	-1
6777	524288
6795	8388608
